symbol,asOfDate,periodType,currencyCode,BasicEPS,DilutedEPS
BK,2014-12-31,12M,USD,2.69,2.67
BK,2015-12-31,12M,USD,2.73,2.71
BK,2016-12-31,12M,USD,3.16,3.15
BK,2017-12-31,12M,USD,3.74,3.72
BK,2018-12-31,12M,USD,3.74,3.72
BK,2019-12-31,12M,USD,4.53,4.51
BK,2020-12-31,12M,USD,3.84,3.83
BK,2021-12-31,12M,USD,4.17,4.14
BKR,2015-12-31,12M,USD,0.0,0.0
BKR,2016-12-31,12M,USD,0.939394,0.937209
BKR,2017-12-31,12M,USD,-0.24,-0.24
BKR,2018-12-31,12M,USD,0.46,0.45
BKR,2019-12-31,12M,USD,0.23,0.23
BKR,2020-12-31,12M,USD,-14.73,-14.73
BKR,2021-12-31,12M,USD,-0.27,-0.27
BLK,1998-12-31,12M,USD,0.66732,0.66732
BLK,1999-12-31,12M,USD,1.03584,1.03584
BLK,2000-12-31,12M,USD,1.36452,1.3446
BLK,2001-12-31,12M,USD,1.66332,1.6434
BLK,2002-12-31,12M,USD,2.05176,2.03184
BLK,2003-12-31,12M,USD,2.3904,2.35056
BLK,2004-12-31,12M,USD,2.241,2.16132
BLK,2005-12-31,12M,USD,3.62544,3.486
BLK,2006-12-31,12M,USD,3.984,3.85452
BLK,2007-12-31,12M,USD,7.719,7.49988
BLK,2008-12-31,12M,USD,6.04572,5.88636
BLK,2009-12-31,12M,USD,6.21504,6.08556
BLK,2010-12-31,12M,USD,10.62732,10.5078
BLK,2011-12-31,12M,USD,12.50976,12.32052
BLK,2012-12-31,12M,USD,13.97388,13.73484
BLK,2013-12-31,12M,USD,17.16108,16.80252
BLK,2014-12-31,12M,USD,19.50168,19.173
BLK,2015-12-31,12M,USD,20.0196,19.71084
BLK,2016-12-31,12M,USD,19.21284,18.96384
BLK,2017-12-31,12M,USD,30.41784,29.99952
BLK,2018-12-31,12M,USD,26.75256,26.47368
BLK,2019-12-31,12M,USD,28.57524,28.31628
BLK,2020-12-31,12M,USD,32.00148,31.7226
BLK,2021-12-31,12M,USD,38.60496,38.06712
BLK,2022-12-31,12M,USD,34.31,33.97
BOKF,1991-12-31,12M,USD,0.414322,0.345267
BOKF,1992-12-31,12M,USD,0.630114,0.543797
BOKF,1993-12-31,12M,USD,0.742326,0.673273
BOKF,1994-12-31,12M,USD,0.837275,0.759589
BOKF,1995-12-31,12M,USD,0.919662,0.836774
BOKF,1996-12-31,12M,USD,1.008233,0.910662
BOKF,1997-12-31,12M,USD,1.210165,1.080355
BOKF,1998-12-31,12M,USD,1.397426,1.242157
BOKF,1999-12-31,12M,USD,1.590392,1.421579
BOKF,2000-12-31,12M,USD,1.785859,1.599277
BOKF,2001-12-31,12M,USD,2.120841,1.894618
BOKF,2002-12-31,12M,USD,2.708738,2.407767
BOKF,2003-12-31,12M,USD,2.669903,2.378641
BOKF,2004-12-31,12M,USD,3.0,2.68
BOKF,2005-12-31,12M,USD,3.14,3.01
BOKF,2006-12-31,12M,USD,3.19,3.16
BOKF,2007-12-31,12M,USD,3.24,3.22
BOKF,2008-12-31,12M,USD,2.28,2.27
BOKF,2009-12-31,12M,USD,2.96,2.96
BOKF,2010-12-31,12M,USD,3.63,3.61
BOKF,2011-12-31,12M,USD,4.18,4.17
BOKF,2012-12-31,12M,USD,5.15,5.13
BOKF,2013-12-31,12M,USD,4.61,4.59
BOKF,2014-12-31,12M,USD,4.23,4.22
BOKF,2015-12-31,12M,USD,4.22,4.21
BOKF,2016-12-31,12M,USD,3.53,3.53
BOKF,2017-12-31,12M,USD,5.11,5.11
BOKF,2018-12-31,12M,USD,6.63,6.63
BOKF,2019-12-31,12M,USD,7.03,7.03
BOKF,2020-12-31,12M,USD,6.19,6.19
BOKF,2021-12-31,12M,USD,8.95,8.95
BOKF,2022-12-31,12M,USD,7.68,7.68
BR,2006-06-30,12M,USD,1.201009,1.201009
BR,2007-06-30,12M,USD,1.42,1.42
BR,2008-06-30,12M,USD,1.38,1.36
BR,2009-06-30,12M,USD,1.6,1.58
BR,2010-06-30,12M,USD,1.4,1.37
BR,2011-06-30,12M,USD,1.36,1.32
BR,2012-06-30,12M,USD,1.0,0.97
BR,2013-06-30,12M,USD,1.74,1.69
BR,2014-06-30,12M,USD,2.2,2.12
BR,2015-06-30,12M,USD,2.39,2.32
BR,2016-06-30,12M,USD,2.6,2.53
BR,2017-06-30,12M,USD,2.77,2.7
BR,2018-06-30,12M,USD,3.66,3.56
BR,2019-06-30,12M,USD,4.16,4.06
BR,2020-06-30,12M,USD,4.03,3.95
BR,2021-06-30,12M,USD,4.73,4.65
BR,2022-06-30,12M,USD,4.62,4.55
C,1986-12-31,12M,USD,1.0,1.0
C,1987-12-31,12M,USD,0.4,0.4
C,1988-12-31,12M,USD,3.1,3.1
C,1989-12-31,12M,USD,2.3,2.3
C,1990-12-31,12M,USD,2.8,2.8
C,1991-12-31,12M,USD,3.5,3.5
C,1992-12-31,12M,USD,5.4,5.4
C,1993-12-31,12M,USD,9.6,9.1
C,1994-12-31,12M,USD,6.435103,6.435103
C,1995-12-31,12M,USD,9.185859,9.185859
C,1996-12-31,12M,USD,11.666958,11.666958
C,1997-12-31,12M,USD,13.450336,12.700318
C,1998-12-31,12M,USD,12.450311,12.150304
C,1999-12-31,12M,USD,21.825546,21.225531
C,2000-12-31,12M,USD,26.9,26.2
C,2001-12-31,12M,USD,27.9,27.2
C,2002-12-31,12M,USD,29.9,29.4
C,2003-12-31,12M,USD,34.9,34.2
C,2004-12-31,12M,USD,33.2,32.6
C,2005-12-31,12M,USD,48.4,47.5
C,2006-12-31,12M,USD,43.9,43.1
C,2007-12-31,12M,USD,7.3,7.2
C,2008-12-31,12M,USD,-55.9,-55.9
C,2009-12-31,12M,USD,-8.0,-8.0
C,2010-12-31,12M,USD,3.68432,3.5
C,2011-12-31,12M,USD,3.73,3.63
C,2012-12-31,12M,USD,2.573193,2.44
C,2013-12-31,12M,USD,4.581329,4.33
C,2014-12-31,12M,USD,2.412337,2.2
C,2015-12-31,12M,USD,5.73968,5.4
C,2016-12-31,12M,USD,5.163256,4.72
C,2017-12-31,12M,USD,-2.299055,-2.76
C,2018-12-31,12M,USD,7.237396,6.68
C,2019-12-31,12M,USD,8.625734,8.04
C,2020-12-31,12M,USD,5.451146,4.87
C,2021-12-31,12M,USD,10.797836,10.14
CAH,1986-03-31,12M,USD,0.14,0.12
CAH,1987-03-31,12M,USD,0.13,0.11
CAH,1988-03-31,12M,USD,0.15,0.13
CAH,1989-03-31,12M,USD,0.19,0.16
CAH,1990-03-31,12M,USD,0.19,0.19
CAH,1991-03-31,12M,USD,0.25,0.24
CAH,1992-03-31,12M,USD,0.31,0.3
CAH,1993-03-31,12M,USD,0.42,0.39
CAH,1994-06-30,12M,USD,0.203852,0.203852
CAH,1995-06-30,12M,USD,0.595556,0.595556
CAH,1996-06-30,12M,USD,0.512593,0.512593
CAH,1997-06-30,12M,USD,0.737778,0.737778
CAH,1998-06-30,12M,USD,1.0,0.986667
CAH,1999-06-30,12M,USD,1.12,1.093333
CAH,2000-06-30,12M,USD,1.626667,1.593333
CAH,2001-06-30,12M,USD,1.93,1.88
CAH,2002-06-30,12M,USD,2.34,2.3
CAH,2003-06-30,12M,USD,3.15,3.1
CAH,2004-06-30,12M,USD,3.39,3.35
CAH,2005-06-30,12M,USD,2.44,2.41
CAH,2006-06-30,12M,USD,2.38,2.33
CAH,2007-06-30,12M,USD,4.89,4.77
CAH,2008-06-30,12M,USD,3.63,3.57
CAH,2009-06-30,12M,USD,3.22,3.18
CAH,2010-06-30,12M,USD,1.79,1.77
CAH,2011-06-30,12M,USD,2.75,2.72
CAH,2012-06-30,12M,USD,3.1,3.06
CAH,2013-06-30,12M,USD,0.98,0.97
CAH,2014-06-30,12M,USD,3.42,3.38
CAH,2015-06-30,12M,USD,3.66,3.62
CAH,2016-06-30,12M,USD,4.36,4.32
CAH,2017-06-30,12M,USD,4.06,4.03
CAH,2018-06-30,12M,USD,0.82,0.81
CAH,2019-06-30,12M,USD,4.55,4.53
CAH,2020-06-30,12M,USD,-12.61,-12.61
CAH,2021-06-30,12M,USD,2.09,2.08
CAH,2022-06-30,12M,USD,-3.35,-3.35
CAT,1985-12-31,12M,USD,0.255,0.255
CAT,1986-12-31,12M,USD,0.1,0.1
CAT,1987-12-31,12M,USD,0.4,0.4
CAT,1988-12-31,12M,USD,0.76,0.76
CAT,1989-12-31,12M,USD,0.615,0.615
CAT,1990-12-31,12M,USD,0.26,0.26
CAT,1991-12-31,12M,USD,-0.5,-0.5
CAT,1992-12-31,12M,USD,-3.015,-3.015
CAT,1993-12-31,12M,USD,0.765,0.76
CAT,1994-12-31,12M,USD,1.175,1.175
CAT,1995-12-31,12M,USD,1.43,1.43
CAT,1996-12-31,12M,USD,1.7675,1.7675
CAT,1997-12-31,12M,USD,2.22,2.185
CAT,1998-12-31,12M,USD,2.085,2.055
CAT,1999-12-31,12M,USD,1.33,1.315
CAT,2000-12-31,12M,USD,1.52,1.51
CAT,2001-12-31,12M,USD,1.175,1.16
CAT,2002-12-31,12M,USD,1.16,1.15
CAT,2003-12-31,12M,USD,1.59,1.565
CAT,2004-12-31,12M,USD,2.975,2.875
CAT,2005-12-31,12M,USD,4.21,4.04
CAT,2006-12-31,12M,USD,5.37,5.17
CAT,2007-12-31,12M,USD,5.55,5.37
CAT,2008-12-31,12M,USD,5.83,5.66
CAT,2009-12-31,12M,USD,1.45,1.43
CAT,2010-12-31,12M,USD,4.28,4.15
CAT,2011-12-31,12M,USD,7.64,7.4
CAT,2012-12-31,12M,USD,8.71,8.48
CAT,2013-12-31,12M,USD,5.87,5.75
CAT,2014-12-31,12M,USD,5.99,5.88
CAT,2015-12-31,12M,USD,4.23,4.18
CAT,2016-12-31,12M,USD,-0.11,-0.11
CAT,2017-12-31,12M,USD,1.27,1.26
CAT,2018-12-31,12M,USD,10.39,10.26
CAT,2019-12-31,12M,USD,10.85,10.74
CAT,2020-12-31,12M,USD,5.51,5.46
CAT,2021-12-31,12M,USD,11.93,11.83
CAT,2022-12-31,12M,USD,12.72,12.64
CE,2001-12-31,12M,USD,-7.25,-7.25
CE,2002-12-31,12M,USD,2.44,2.44
CE,2003-12-31,12M,USD,2.99,2.99
CE,2004-12-31,12M,USD,-2.01,-2.01
CE,2005-12-31,12M,USD,1.73,1.67
CE,2006-12-31,12M,USD,2.5,2.36
CE,2007-12-31,12M,USD,2.69,2.49
CE,2008-12-31,12M,USD,1.83,1.73
CE,2009-12-31,12M,USD,3.33,3.11
CE,2010-12-31,12M,USD,2.41,2.37
CE,2011-12-31,12M,USD,3.89,3.82
CE,2012-12-31,12M,USD,3.82,3.79
CE,2013-12-31,12M,USD,6.93,6.91
CE,2014-12-31,12M,USD,4.03,4.0
CE,2015-12-31,12M,USD,2.02,2.0
CE,2016-12-31,12M,USD,6.21,6.18
CE,2017-12-31,12M,USD,6.11,6.09
CE,2018-12-31,12M,USD,8.99,8.91
CE,2019-12-31,12M,USD,6.88,6.84
CE,2020-12-31,12M,USD,16.85,16.75
CE,2021-12-31,12M,USD,16.99,16.86
CE,2022-12-31,12M,USD,17.48,17.34
CF,2001-12-31,12M,USD,-0.269818,-0.269818
CF,2002-12-31,12M,USD,-0.102,-0.102182
CF,2003-12-31,12M,USD,-0.066,-0.066
CF,2004-12-31,12M,USD,0.246,0.246
CF,2005-12-31,12M,USD,-0.408,-0.408
CF,2006-12-31,12M,USD,0.12,0.12
CF,2007-12-31,12M,USD,1.342,1.314
CF,2008-12-31,12M,USD,2.478,2.43
CF,2009-12-31,12M,USD,1.508,1.484
CF,2010-12-31,12M,USD,1.08,1.068
CF,2011-12-31,12M,USD,4.436,4.396
CF,2012-12-31,12M,USD,5.788,5.718
CF,2013-12-31,12M,USD,4.974,4.948
CF,2014-12-31,12M,USD,5.432,5.416
CF,2015-12-31,12M,USD,2.97,2.96
CF,2016-12-31,12M,USD,-1.19,-1.19
CF,2017-12-31,12M,USD,1.53,1.53
CF,2018-12-31,12M,USD,1.25,1.24
CF,2019-12-31,12M,USD,2.24,2.23
CF,2020-12-31,12M,USD,1.48,1.47
CF,2021-12-31,12M,USD,4.27,4.24
CFG,2011-12-31,12M,USD,0.904,0.904
CFG,2012-12-31,12M,USD,1.148218,1.148218
CFG,2013-12-31,12M,USD,-6.118,-6.118
CFG,2014-12-31,12M,USD,1.55,1.55
CFG,2015-12-31,12M,USD,1.55,1.55
CFG,2016-12-31,12M,USD,1.97,1.97
CFG,2017-12-31,12M,USD,3.26,3.25
CFG,2018-12-31,12M,USD,3.54,3.52
CFG,2019-12-31,12M,USD,3.82,3.81
CFG,2020-12-31,12M,USD,2.22,2.22
CFG,2021-12-31,12M,USD,5.18,5.16
CFR,1985-12-31,12M,USD,0.33,0.33
CFR,1986-12-31,12M,USD,-0.21,-0.21
CFR,1987-12-31,12M,USD,0.06,0.06
CFR,1988-12-31,12M,USD,0.07,0.07
CFR,1989-12-31,12M,USD,0.07,0.07
CFR,1990-12-31,12M,USD,-0.22,-0.22
CFR,1991-12-31,12M,USD,0.01,0.01
CFR,1992-12-31,12M,USD,0.57,0.57
CFR,1993-12-31,12M,USD,1.95,1.93
CFR,1994-12-31,12M,USD,0.8325,0.8325
CFR,1995-12-31,12M,USD,1.02,1.015
CFR,1996-12-31,12M,USD,1.2,1.195
CFR,1997-12-31,12M,USD,1.42,1.375
CFR,1998-12-31,12M,USD,1.425,1.385
CFR,1999-12-31,12M,USD,1.83,1.78
CFR,2000-12-31,12M,USD,2.09,2.03
CFR,2001-12-31,12M,USD,1.57,1.52
CFR,2002-12-31,12M,USD,2.29,2.23
CFR,2003-12-31,12M,USD,2.54,2.48
CFR,2004-12-31,12M,USD,2.74,2.66
CFR,2005-12-31,12M,USD,3.15,3.07
CFR,2006-12-31,12M,USD,3.49,3.42
CFR,2007-12-31,12M,USD,3.6,3.55
CFR,2008-12-31,12M,USD,3.52,3.5
CFR,2009-12-31,12M,USD,3.0,3.0
CFR,2010-12-31,12M,USD,3.44,3.44
CFR,2011-12-31,12M,USD,3.55,3.54
CFR,2012-12-31,12M,USD,3.87,3.86
CFR,2013-12-31,12M,USD,3.82,3.8
CFR,2014-12-31,12M,USD,4.32,4.29
CFR,2015-12-31,12M,USD,4.31,4.28
CFR,2016-12-31,12M,USD,4.73,4.7
CFR,2017-12-31,12M,USD,5.56,5.51
CFR,2018-12-31,12M,USD,6.97,6.9
CFR,2019-12-31,12M,USD,6.89,6.84
CFR,2020-12-31,12M,USD,5.11,5.1
CFR,2021-12-31,12M,USD,6.79,6.76
CFR,2022-12-31,12M,USD,8.84,8.81
CG,2009-12-31,12M,USD,4.458785,2.279475
CG,2010-12-31,12M,USD,10.020361,5.010181
CG,2011-12-31,12M,USD,8.246962,4.456158
CG,2012-12-31,12M,USD,0.48,0.41
CG,2013-12-31,12M,USD,2.24,2.05
CG,2014-12-31,12M,USD,1.35,1.23
CG,2015-12-31,12M,USD,-0.22,-0.28
CG,2016-12-31,12M,USD,0.08,-0.08
CG,2017-12-31,12M,USD,2.58,2.38
CG,2018-12-31,12M,USD,0.89,0.82
CG,2019-12-31,12M,USD,3.05,2.82
CG,2020-12-31,12M,USD,0.99,0.97
CG,2021-12-31,12M,USD,8.37,8.2
CG,2022-12-31,12M,USD,3.39,3.35
CHK,1993-06-30,12M,USD,-4.0,-4.0
CHK,1994-06-30,12M,USD,16.0,16.0
CHK,1995-06-30,12M,USD,44.0,42.0
CHK,1996-06-30,12M,USD,160.0,158.0
CHK,1997-06-30,12M,USD,-558.0,-558.0
CHK,1998-12-31,12M,USD,-1994.0,-1994.0
CHK,1999-12-31,12M,USD,34.0,32.0
CHK,2000-12-31,12M,USD,-1994.0,-1994.0
CHK,2001-12-31,12M,USD,266.0,250.0
CHK,2002-12-31,12M,USD,36.0,34.0
CHK,2003-12-31,12M,USD,276.0,242.0
CHK,2004-12-31,12M,USD,346.0,306.0
CHK,2005-12-31,12M,USD,546.0,502.0
CHK,2006-12-31,12M,USD,956.0,870.0
CHK,2007-12-31,12M,USD,538.0,524.0
CHK,2008-12-31,12M,USD,232.0,228.0
CHK,2009-12-31,12M,USD,-1914.0,-1914.0
CHK,2010-12-31,12M,USD,526.0,502.0
CHK,2011-12-31,12M,USD,494.0,464.0
CHK,2012-12-31,12M,USD,-292.0,-292.0
CHK,2013-12-31,12M,USD,146.0,146.0
CHK,2014-12-31,12M,USD,386.0,374.0
CHK,2015-12-31,12M,USD,-4486.0,-4486.0
CHK,2016-12-31,12M,USD,-1278.0,-1278.0
CHK,2017-12-31,12M,USD,180.0,180.0
CHK,2018-12-31,12M,USD,170.0,170.0
CHK,2019-12-31,12M,USD,-49.97,-49.97
CHK,2020-12-31,12M,USD,-998.26,-998.26
CMI,1985-12-31,12M,USD,0.66,0.6525
CMI,1986-12-31,12M,USD,-1.3075,-1.3075
CMI,1987-12-31,12M,USD,0.07,0.07
CMI,1988-12-31,12M,USD,-0.84,-0.84
CMI,1989-12-31,12M,USD,-0.19,-0.19
CMI,1990-12-31,12M,USD,-1.81,-1.81
CMI,1991-12-31,12M,USD,-0.62,-0.62
CMI,1992-12-31,12M,USD,-1.5025,-1.5025
CMI,1993-12-31,12M,USD,1.1975,1.1575
CMI,1994-12-31,12M,USD,1.5275,1.5275
CMI,1995-12-31,12M,USD,1.38,1.38
CMI,1996-12-31,12M,USD,1.0025,1.0025
CMI,1997-12-31,12M,USD,1.3875,1.37
CMI,1998-12-31,12M,USD,-0.1375,-0.1375
CMI,1999-12-31,12M,USD,1.04,1.0325
CMI,2000-12-31,12M,USD,0.05,0.05
CMI,2001-12-31,12M,USD,-0.665,-0.665
CMI,2002-12-31,12M,USD,0.5325,0.5325
CMI,2003-12-31,12M,USD,0.32,0.3175
CMI,2004-12-31,12M,USD,2.075,1.8475
CMI,2005-12-31,12M,USD,3.1075,2.7525
CMI,2006-12-31,12M,USD,3.755,3.5525
CMI,2007-12-31,12M,USD,3.72,3.7
CMI,2008-12-31,12M,USD,3.87,3.84
CMI,2009-12-31,12M,USD,2.17,2.16
CMI,2010-12-31,12M,USD,5.29,5.28
CMI,2011-12-31,12M,USD,9.58,9.55
CMI,2012-12-31,12M,USD,8.69,8.67
CMI,2013-12-31,12M,USD,7.93,7.91
CMI,2014-12-31,12M,USD,9.04,9.02
CMI,2015-12-31,12M,USD,7.86,7.84
CMI,2016-12-31,12M,USD,8.25,8.23
CMI,2017-12-31,12M,USD,5.99,5.97
CMI,2018-12-31,12M,USD,13.2,13.15
CMI,2019-12-31,12M,USD,14.54,14.48
CMI,2020-12-31,12M,USD,12.07,12.01
CMI,2021-12-31,12M,USD,14.74,14.61
CMI,2022-12-31,12M,USD,15.2,15.12
CNA,1985-12-31,12M,USD,0.333333,0.333333
CNA,1986-12-31,12M,USD,0.446667,0.446667
CNA,1987-12-31,12M,USD,0.72,0.72
CNA,1988-12-31,12M,USD,0.953333,0.953333
CNA,1989-12-31,12M,USD,1.08,1.08
CNA,1990-12-31,12M,USD,0.64,0.64
CNA,1991-12-31,12M,USD,1.086667,1.086667
CNA,1992-12-31,12M,USD,-0.6,-0.6
CNA,1993-12-31,12M,USD,0.473333,0.473333
CNA,1994-12-31,12M,USD,0.17,0.17
CNA,1995-12-31,12M,USD,4.046667,4.046667
CNA,1996-12-31,12M,USD,5.17,5.17
CNA,1997-12-31,12M,USD,5.173333,5.173333
CNA,1998-12-31,12M,USD,1.49,1.49
CNA,1999-12-31,12M,USD,-0.77,-0.77
CNA,2000-12-31,12M,USD,6.61,6.61
CNA,2001-12-31,12M,USD,-8.48,-8.48
CNA,2002-12-31,12M,USD,0.68,0.68
CNA,2003-12-31,12M,USD,-6.58,-6.58
CNA,2004-12-31,12M,USD,1.47,1.47
CNA,2005-12-31,12M,USD,0.76,0.76
CNA,2006-12-31,12M,USD,4.06,4.05
CNA,2007-12-31,12M,USD,3.13,3.13
CNA,2008-12-31,12M,USD,-1.18,-1.18
CNA,2009-12-31,12M,USD,1.1,1.1
CNA,2010-12-31,12M,USD,2.28,2.28
CNA,2011-12-31,12M,USD,2.28,2.28
CNA,2012-12-31,12M,USD,2.33,2.33
CNA,2013-12-31,12M,USD,3.474231,3.47
CNA,2014-12-31,12M,USD,2.560207,2.55
CNA,2015-12-31,12M,USD,1.772761,1.77
CNA,2016-12-31,12M,USD,3.176775,3.17
CNA,2017-12-31,12M,USD,3.31612,3.3
CNA,2018-12-31,12M,USD,2.994475,2.98
CNA,2019-12-31,12M,USD,3.681885,3.67
CNA,2020-12-31,12M,USD,2.540501,2.53
CNA,2021-12-31,12M,USD,4.422369,4.41
COF,1994-12-31,12M,USD,0.48,0.48
COF,1995-12-31,12M,USD,0.64,0.64
COF,1996-12-31,12M,USD,0.766667,0.766667
COF,1997-12-31,12M,USD,0.956667,0.933333
COF,1998-12-31,12M,USD,1.4,1.32
COF,1999-12-31,12M,USD,1.84,1.72
COF,2000-12-31,12M,USD,2.39,2.24
COF,2001-12-31,12M,USD,3.06,2.91
COF,2002-12-31,12M,USD,4.09,3.93
COF,2003-12-31,12M,USD,5.05,4.85
COF,2004-12-31,12M,USD,6.55,6.21
COF,2005-12-31,12M,USD,6.98,6.73
COF,2006-12-31,12M,USD,7.8,7.62
COF,2007-12-31,12M,USD,4.02,3.97
COF,2008-12-31,12M,USD,-0.21,-0.21
COF,2009-12-31,12M,USD,0.75,0.74
COF,2010-12-31,12M,USD,6.07,6.01
COF,2011-12-31,12M,USD,6.85,6.8
COF,2012-12-31,12M,USD,6.21,6.16
COF,2013-12-31,12M,USD,7.05,6.96
COF,2014-12-31,12M,USD,7.71,7.59
COF,2015-12-31,12M,USD,7.15,7.07
COF,2016-12-31,12M,USD,6.96,6.89
COF,2017-12-31,12M,USD,3.52,3.49
COF,2018-12-31,12M,USD,11.9,11.82
COF,2019-12-31,12M,USD,11.1,11.05
COF,2020-12-31,12M,USD,5.19,5.18
COF,2021-12-31,12M,USD,27.04,26.94
COP,1985-12-31,12M,USD,0.72,0.72
COP,1986-12-31,12M,USD,0.455,0.455
COP,1987-12-31,12M,USD,0.03,0.03
COP,1988-12-31,12M,USD,1.36,1.36
COP,1989-12-31,12M,USD,0.45,0.45
COP,1990-12-31,12M,USD,1.565,1.565
COP,1991-12-31,12M,USD,0.495,0.495
COP,1992-12-31,12M,USD,0.345,0.345
COP,1993-12-31,12M,USD,0.465,0.46
COP,1994-12-31,12M,USD,0.925,0.92
COP,1995-12-31,12M,USD,0.895,0.89
COP,1996-12-31,12M,USD,2.48,2.455
COP,1997-12-31,12M,USD,1.82,1.805
COP,1998-12-31,12M,USD,0.46,0.455
COP,1999-12-31,12M,USD,1.205,1.195
COP,2000-12-31,12M,USD,3.66,3.63
COP,2001-12-31,12M,USD,2.835,2.815
COP,2002-12-31,12M,USD,-0.305,-0.305
COP,2003-12-31,12M,USD,3.48,3.455
COP,2004-12-31,12M,USD,5.885,5.8
COP,2005-12-31,12M,USD,9.71,9.55
COP,2006-12-31,12M,USD,9.8,9.66
COP,2007-12-31,12M,USD,7.32,7.22
COP,2008-12-31,12M,USD,-11.16,-11.16
COP,2009-12-31,12M,USD,3.26,3.24
COP,2010-12-31,12M,USD,7.68,7.62
COP,2011-12-31,12M,USD,9.04,8.97
COP,2012-12-31,12M,USD,6.77,6.72
COP,2013-12-31,12M,USD,7.43,7.38
COP,2014-12-31,12M,USD,5.54,5.51
COP,2015-12-31,12M,USD,-3.58,-3.58
COP,2016-12-31,12M,USD,-2.91,-2.91
COP,2017-12-31,12M,USD,-0.7,-0.7
COP,2018-12-31,12M,USD,5.36,5.32
COP,2019-12-31,12M,USD,6.43,6.4
COP,2020-12-31,12M,USD,-2.51,-2.51
COP,2021-12-31,12M,USD,6.09,6.07
CQP,2004-12-31,12M,USD,-0.0287,-0.0287
CQP,2005-12-31,12M,USD,-0.0263,-0.0263
CQP,2006-12-31,12M,USD,-0.3755,-0.3755
CQP,2007-12-31,12M,USD,-0.23,-0.23
CQP,2008-12-31,12M,USD,-0.48,-0.48
CQP,2009-12-31,12M,USD,1.13,1.13
CQP,2010-12-31,12M,USD,0.65,0.65
CQP,2011-12-31,12M,USD,-0.49,-0.49
CQP,2012-12-31,12M,USD,0.27,0.27
CQP,2013-12-31,12M,USD,-0.03,-0.03
CQP,2014-12-31,12M,USD,-0.89,-0.89
CQP,2015-12-31,12M,USD,-0.43,-0.43
CQP,2016-12-31,12M,USD,-0.2,-0.2
CQP,2017-12-31,12M,USD,-1.32,-1.32
CQP,2018-12-31,12M,USD,2.51,2.51
CQP,2019-12-31,12M,USD,2.25,2.25
CQP,2020-12-31,12M,USD,2.32,2.32
CQP,2021-12-31,12M,USD,3.0,3.0
CQP,2022-12-31,12M,USD,3.27,3.27
CRBG,2019-12-31,12M,USD,0.077519,0.077519
CRBG,2020-12-31,12M,USD,0.995349,0.995349
CRBG,2021-12-31,12M,USD,11.403,11.403
CVS,1985-12-31,12M,USD,0.485,0.485
CVS,1986-12-31,12M,USD,0.55,0.55
CVS,1987-12-31,12M,USD,0.66,0.66
CVS,1988-12-31,12M,USD,0.41,0.41
CVS,1989-12-31,12M,USD,0.89,0.89
CVS,1990-12-31,12M,USD,0.9,0.9
CVS,1991-12-31,12M,USD,0.8,0.8
CVS,1992-12-31,12M,USD,0.28,0.28
CVS,1993-12-31,12M,USD,0.6,0.595
CVS,1994-12-31,12M,USD,0.6875,0.6875
CVS,1995-12-31,12M,USD,-1.6025,-1.6025
CVS,1996-12-31,12M,USD,0.1425,0.1425
CVS,1997-12-31,12M,USD,0.035,0.035
CVS,1998-12-31,12M,USD,0.495,0.49
CVS,1999-12-31,12M,USD,0.795,0.775
CVS,2000-12-31,12M,USD,0.935,0.915
CVS,2001-12-31,12M,USD,0.51,0.5
CVS,2002-12-31,12M,USD,0.895,0.875
CVS,2003-12-31,12M,USD,1.055,1.03
CVS,2004-12-31,12M,USD,1.135,1.1
CVS,2005-12-31,12M,USD,1.49,1.45
CVS,2006-12-31,12M,USD,1.65,1.6
CVS,2007-12-31,12M,USD,1.97,1.92
CVS,2008-12-31,12M,USD,2.23,2.18
CVS,2009-12-31,12M,USD,2.58,2.55
CVS,2010-12-31,12M,USD,2.51,2.49
CVS,2011-12-31,12M,USD,2.59,2.57
CVS,2012-12-31,12M,USD,3.05,3.03
CVS,2013-12-31,12M,USD,3.77,3.74
CVS,2014-12-31,12M,USD,3.98,3.96
CVS,2015-12-31,12M,USD,4.66,4.63
CVS,2016-12-31,12M,USD,4.93,4.9
CVS,2017-12-31,12M,USD,6.47,6.44
CVS,2018-12-31,12M,USD,-0.57,-0.57
CVS,2019-12-31,12M,USD,5.1,5.08
CVS,2020-12-31,12M,USD,5.48,5.46
CVS,2021-12-31,12M,USD,6.0,5.95
DD,1985-12-31,12M,USD,0.046667,0.046667
DD,1986-12-31,12M,USD,0.573334,0.573334
DD,1987-12-31,12M,USD,0.966668,0.966668
DD,1988-12-31,12M,USD,1.900002,1.900002
DD,1989-12-31,12M,USD,3.060003,3.060003
DD,1990-12-31,12M,USD,1.700002,1.700002
DD,1991-12-31,12M,USD,1.150001,1.150001
DD,1992-12-31,12M,USD,-0.610001,-0.610001
DD,1993-12-31,12M,USD,0.780001,0.770001
DD,1994-12-31,12M,USD,3.370003,3.370003
DD,1995-12-31,12M,USD,7.720008,7.720008
DD,1996-12-31,12M,USD,7.710008,7.710008
DD,1997-12-31,12M,USD,7.810008,7.700008
DD,1998-12-31,12M,USD,5.830006,5.760006
DD,1999-12-31,12M,USD,6.020006,5.930006
DD,2000-12-31,12M,USD,6.720007,6.660007
DD,2001-12-31,12M,USD,-1.290001,-1.290001
DD,2002-12-31,12M,USD,-1.110001,-1.110001
